profil,stok,id,komponen,panjang_mm,status
SHS40x40-tangga-mesh,3,C2-SL3-2-01-P1-M00F0,M02,712.155,studi - belum fabrikasi
SHS40x40-tangga-mesh,3,C2-SL3-2-01-P1-M00F1,M02,712.155,studi - belum fabrikasi
SHS40x40-tangga-mesh,3,C2-SR3-1-01-P1-M00F0,M02,712.155,studi - belum fabrikasi
SHS40x40-tangga-mesh,3,C2-SR3-1-01-P1-M00F1,M02,712.155,studi - belum fabrikasi
SHS40x40-tangga-mesh,4,C2-SR3-2-01-P1-M00F0,M02,712.155,studi - belum fabrikasi
SHS40x40-tangga-mesh,4,C2-SR3-2-01-P1-M00F1,M02,712.155,studi - belum fabrikasi
SHS40x40-tangga-mesh,4,C2-SL3-1-01-P1-M00F2,M02,690.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,4,C2-SL3-1-01-P1-M00F3,M02,690.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,4,C2-SL3-2-01-P1-M00F2,M02,690.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,4,C2-SL3-2-01-P1-M00F3,M02,690.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,4,C2-SR3-1-01-P1-M00F2,M02,690.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,4,C2-SR3-1-01-P1-M00F3,M02,690.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,4,C2-SL5-3-01-P1-M00F2,M02,343.3333,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,C2-SR3-2-01-P1-M00F2,M02,690.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,C2-SR3-2-01-P1-M00F3,M02,690.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,1685492C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,1685492C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,1685492C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,1685502C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,1685502C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,1685502C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,1685510C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,5,C2-SL5-3-01-P1-M00F3,M02,343.3333,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,1685510C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,1685510C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,1685510C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,1685510C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,1685524C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,1685524C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,1685524C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,1685536C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,1685536C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,6,C2-SL5-1-01-P1-M00F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,1685536C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,1685545C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,1685545C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,1685545C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,1685545C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,1685545C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,1685564C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,1685564C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,1685564C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,7,C2-SL5-1-01-P1-M00F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,1685576C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,1685576C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,1685576C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,1685616C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,1685616C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,1685616C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,1685625C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,1685625C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,1685625C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,8,C2-SL5-1-01-P1-M01F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,1685625C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,1685625C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,1685644C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,1685644C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,1685644C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,1685656C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,1685656C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,1685656C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,1685665C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,9,C2-SL5-1-01-P1-M01F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,1685665C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,1685665C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,1685665C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,1685665C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,1685684C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,1685684C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,1685684C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,1685697C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,1685697C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,10,C2-SL5-1-01-P1-M10F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,1685697C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,1685706C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,1685706C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,1685706C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,1685706C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,1685706C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,1685725C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,1685725C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,1685725C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,11,C2-SL5-1-01-P1-M10F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,1685734C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,1685734C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,1685734C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,1685743C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,1685743C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,1685743C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,1685743C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,1685743C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,1685762C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,12,C2-SL5-1-01-P1-M11F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,1685762C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,1685762C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,1685771C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,1685771C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,1685771C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,1685808C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,1685808C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,1685808C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,1685817C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,13,C2-SL5-1-01-P1-M11F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,1685817C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,1685817C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,1685817C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,1685817C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,1685836C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,1685836C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,1685836C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,1685845C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,1685845C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,14,C2-SL5-2-01-P1-M00F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,1685845C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,1685854C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,1685854C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,1685854C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,1685854C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,1685854C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,1686482-R08-1C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,1686482-R08-1C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,1686482-R08-1C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,15,C2-SL5-2-01-P1-M00F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,1686482-R08-1C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,1686482-R08-1C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,1686482-R08-2C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,1686482-R08-2C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,1686482-R08-2C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,1686482-R08-2C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,1686482-R08-2C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,1686494-R08-1C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,1686494-R08-1C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,16,C2-SL5-2-01-P1-M01F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,1686494-R08-1C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,1686494-R08-2C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,1686494-R08-2C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,1686494-R08-2C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,1685873C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,1685873C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,1685873C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,1685886C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,1685886C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,17,C2-SL5-2-01-P1-M01F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,1685886C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,1685895C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,1685895C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,1685895C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,1685895C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,1685895C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,1685914C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,1685914C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,1685914C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,18,C2-SL5-2-01-P1-M10F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,1685923C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,1685923C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,1685923C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,1685932C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,1685932C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,1685932C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,1685932C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,1685932C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,1685951C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,19,C2-SL5-2-01-P1-M10F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,1685951C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,1685951C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,1685960C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,1685960C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,1685960C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,1685969C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,1685969C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,1685969C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,1685969C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,20,C2-SL5-2-01-P1-M11F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,1685969C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,1685988C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,1685988C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,1685988C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,1685997C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,1685997C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,1685997C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,1686006C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,1686006C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,21,C2-SL5-2-01-P1-M11F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,1686006C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,1686006C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,1686006C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,1686025C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,1686025C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,1686025C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,1686034C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,1686034C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,1686034C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,22,C2-SL5-3-01-P1-M00F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,1686043C0,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,1686043C1,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,1686043C2,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,1686043C3,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,1686043C4,B03,599.9988,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,C2-SL5-3-01-P1-M00F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,C2-SL5-3-01-P1-M01F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,C2-SL5-3-01-P1-M01F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,C2-SL5-3-01-P1-M10F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,C2-SL5-3-01-P1-M10F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,23,C2-SL5-3-01-P1-M01F2,M02,343.3333,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SL5-3-01-P1-M11F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SL5-3-01-P1-M11F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SR5-1-01-P1-M00F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SR5-1-01-P1-M00F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SR5-1-01-P1-M01F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SR5-1-01-P1-M01F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SR5-1-01-P1-M10F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SR5-1-01-P1-M10F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SR5-1-01-P1-M11F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SR5-1-01-P1-M11F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,24,C2-SR5-2-01-P1-M00F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-2-01-P1-M00F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-2-01-P1-M01F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-2-01-P1-M01F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-2-01-P1-M10F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-2-01-P1-M10F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-2-01-P1-M11F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-2-01-P1-M11F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-3-01-P1-M00F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-3-01-P1-M00F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-3-01-P1-M01F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,25,C2-SR5-3-01-P1-M01F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SR5-3-01-P1-M10F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SR5-3-01-P1-M10F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SR5-3-01-P1-M11F0,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SR5-3-01-P1-M11F1,M02,513.5,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SL1-1-01-P1-M10F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SL1-1-01-P1-M10F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SL2-1-01-P1-M00F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SL2-1-01-P1-M00F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SL2-1-01-P1-M01F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SL2-1-01-P1-M01F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SL2-1-01-P1-M10F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,26,C2-SL5-3-01-P1-M01F3,M02,343.3333,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SL2-1-01-P1-M10F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SL2-1-01-P1-M11F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SL2-1-01-P1-M11F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SR1-1-01-P1-M00F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SR1-1-01-P1-M00F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SR1-1-01-P1-M10F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SR1-1-01-P1-M10F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SR2-1-01-P1-M00F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SR2-1-01-P1-M00F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SR2-1-01-P1-M01F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SR2-1-01-P1-M01F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,27,C2-SL1-1-01-P1-M00F2,M02,460.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SR2-1-01-P1-M10F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SR2-1-01-P1-M10F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SR2-1-01-P1-M11F0,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SR2-1-01-P1-M11F1,M02,500.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SLTAIL-1-01-P1-M00F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SLTAIL-1-01-P1-M00F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SLTAIL-1-01-P1-M01F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SLTAIL-1-01-P1-M01F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SLTAIL-2-01-P1-M00F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SLTAIL-2-01-P1-M00F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SLTAIL-2-01-P1-M01F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,28,C2-SLTAIL-2-01-P1-M01F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SLTAIL-3-01-P1-M00F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SLTAIL-3-01-P1-M00F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SLTAIL-3-01-P1-M01F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SLTAIL-3-01-P1-M01F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SRTAIL-1-01-P1-M00F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SRTAIL-1-01-P1-M00F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SRTAIL-1-01-P1-M01F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SRTAIL-1-01-P1-M01F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SRTAIL-2-01-P1-M00F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SRTAIL-2-01-P1-M00F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SRTAIL-2-01-P1-M01F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,29,C2-SRTAIL-2-01-P1-M01F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SRTAIL-3-01-P1-M00F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SRTAIL-3-01-P1-M00F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SRTAIL-3-01-P1-M01F0,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SRTAIL-3-01-P1-M01F1,M02,492.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SL1-1-01-P1-M00F3,M02,460.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SL1-1-01-P1-M10F2,M02,460.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SL1-1-01-P1-M10F3,M02,460.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SR1-1-01-P1-M00F2,M02,460.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SR1-1-01-P1-M00F3,M02,460.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SR1-1-01-P1-M10F2,M02,460.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SR1-1-01-P1-M10F3,M02,460.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,30,C2-SL2-1-01-P1-M00F2,M02,440.0,studi - belum fabrikasi
SHS40x40-tangga-mesh,31,C2-SL2-1-01-P1-M00F3,M02,440.0,studi - belum fabrikasi
